美家TV，免会员，无广告，来源网络免费分享，请勿追究！谢谢！！

电视公告,#genre#
黑龙江文体 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8

黑龙江新闻法治 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8

黑龙江都市 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8

佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8

哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8

齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
双鸭山新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8

纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8




甘肃lPv6,#genre# 
CCTV1,http://[2409:8087:74d4:21::36]/270000001128/9900000501/1.m3u8
CCTV1,http://[2409:8087:74d4:21::36]/270000001128/9900000001/1.m3u8
CCTV2,http://[2409:8087:74d4:21::36]/270000001128/9900000502/1.m3u8
CCTV3,http://[2409:8087:74d4:21::36]/270000001128/9900000003/1.m3u8
CCTV4,http://[2409:8087:74d4:21::36]/270000001128/9900000503/1.m3u8
CCTV5,http://[2409:8087:74d4:21::36]/270000001128/9900000005/1.m3u8
CCTV5+,http://[2409:8087:74d4:21::36]/270000001128/9900000507/1.m3u8
CCTV6,http://[2409:8087:74d4:21::36]/270000001128/9900000006/1.m3u8
CCTV7,http://[2409:8087:74d4:21::36]/270000001128/9900000504/1.m3u8
CCTV8,http://[2409:8087:74d4:21::36]/270000001128/9900000008/1.m3u8
CCTV9,http://[2409:8087:74d4:21::36]/270000001128/9900000505/1.m3u8
CCTV10,http://[2409:8087:74d4:21::36]/270000001128/9900000506/1.m3u8
CCTV11,http://[2409:8087:74d4:21::36]/270000001128/9900000508/1.m3u8
CCTV12,http://[2409:8087:74d4:21::36]/270000001128/9900000509/1.m3u8
CCTV13,http://[2409:8087:74d4:21::36]/270000001128/9900000510/1.m3u8
CCTV14,http://[2409:8087:74d4:21::36]/270000001128/9900000511/1.m3u8
CCTV15,http://[2409:8087:74d4:21::36]/270000001128/9900000512/1.m3u8
CCTV16,http://[2409:8087:74d4:21::36]/270000001128/9900000016/1.m3u8
CCTV17,http://[2409:8087:74d4:21::36]/270000001128/9900000513/1.m3u8

CCTV高尔夫网球,http://[2409:8087:74d4:21::36]/270000001128/9900000094/1.m3u8
CETV1,http://[2409:8087:74d4:21::36]/270000001128/9900000046/1.m3u8
CETV2,http://[2409:8087:74d4:21::36]/270000001128/9900000071/1.m3u8
CETV4,http://[2409:8087:74d4:21::36]/270000001128/9900000072/1.m3u8
CGTN,http://[2409:8087:74d4:21::36]/270000001128/9900000063/1.m3u8
CGTN纪录,http://[2409:8087:74d4:21::36]/270000001128/9900000062/1.m3u8
CGTN俄语,http://[2409:8087:74d4:21::36]/270000001128/9900000085/1.m3u8
CGTN阿语,http://[2409:8087:74d4:21::36]/270000001128/9900000086/1.m3u8
CGTN法语,http://[2409:8087:74d4:21::36]/270000001128/9900000087/1.m3u8
CGTN西语,http://[2409:8087:74d4:21::36]/270000001128/9900000088/1.m3u8
CCTV中视购物,http://[2409:8087:74d4:21::36]/270000001128/9900000078/1.m3u8
东方卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000518/1.m3u8

北京卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000516/1.m3u8
浙江卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000531/1.m3u8
湖南卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000523/1.m3u8
江苏卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000524/1.m3u8
深圳卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000529/1.m3u8
东南卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000519/1.m3u8
湖北卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000522/1.m3u8
山东卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000527/1.m3u8
广东卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000520/1.m3u8
四川卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000025/1.m3u8
河北卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000057/1.m3u8
重庆卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000517/1.m3u8
天津卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000530/1.m3u8
河南卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000027/1.m3u8
吉林卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000030/1.m3u8
山西卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000053/1.m3u8
安徽卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000514/1.m3u8
辽宁卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000526/1.m3u8
陕西卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000026/1.m3u8
广西卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000034/1.m3u8
海南卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000037/1.m3u8
宁夏卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000047/1.m3u8
江西卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000525/1.m3u8
贵州卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000036/1.m3u8
甘肃卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000023/1.m3u8
云南卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000035/1.m3u8
青海卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000042/1.m3u8
新疆卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000045/1.m3u8
西藏卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000043/1.m3u8
兵团卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000059/1.m3u8
内蒙古卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000044/1.m3u8
黑龙江卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000521/1.m3u8
厦门卫视,http://[2409:8087:74d6:22::7]:6610/270000001128/9900000058/1.m3u8
农林卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000060/1.m3u8
安多卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000064/1.m3u8
康巴卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000066/1.m3u8
山东教育卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000067/1.m3u8
延边卫视,http://[2409:8087:74d4:21::36]/270000001128/9900000073/1.m3u8
西藏卫视藏语,http://[2409:8087:74d4:21::36]/270000001128/9900000093/1.m3u8

纪实人文,http://[2409:8087:74d4:21::36]/270000001128/9900000528/1.m3u8
金鹰纪实,http://[2409:8087:74d4:21::36]/270000001128/9900000074/1.m3u8
纪实科教,http://[2409:8087:74d4:21::36]/270000001128/9900000515/1.m3u8
卡酷少儿,http://[2409:8087:74d4:21::36]/270000001128/9900000040/1.m3u8
金鹰卡通,http://[2409:8087:74d4:21::36]/270000001128/9900000039/1.m3u8
嘉佳卡通,http://[2409:8087:74d4:21::36]/270000001128/9900000061/1.m3u8
哈哈炫动,http://[2409:8087:74d4:21::36]/270000001128/9900000069/1.m3u8
优漫卡通,http://[2409:8087:74d4:21::36]/270000001128/9900000070/1.m3u8
黑莓电影,http://[2409:8087:74d4:21::36]/270000001128/9900000095/1.m3u8
黑莓动画,http://[2409:8087:74d4:21::36]/270000001128/9900000096/1.m3u8
电竞,http://[2409:8087:74d4:21::36]/270000001128/9900000097/1.m3u8
超级综艺,http://[2409:8087:74d4:21::36]/270000001128/9900000019/1.m3u8
超级体育,http://[2409:8087:74d4:21::36]/270000001128/9900000020/1.m3u8
超级电影,http://[2409:8087:74d4:21::36]/270000001128/9900000021/1.m3u8
超级电视剧,http://[2409:8087:74d4:21::36]/270000001128/9900000022/1.m3u8
欢笑剧场,http://[2409:8087:74d4:21::36]/270000001128/9900000091/1.m3u8
东北热剧,http://[2409:8087:74d4:21::36]/270000001128/9900000092/1.m3u8
精品大剧,http://[2409:8087:74d4:21::36]/270000001128/9900000100/1.m3u8
精品体育,http://[2409:8087:74d4:21::36]/270000001128/9900000102/1.m3u8
怡伴健康,http://[2409:8087:74d4:21::36]/270000001128/9900000103/1.m3u8
家庭剧场,http://[2409:8087:74d4:21::36]/270000001128/9900000108/1.m3u8
精品纪录,http://[2409:8087:74d4:21::36]/270000001128/9900000109/1.m3u8
军事评论,http://[2409:8087:74d4:21::36]/270000001128/9900000110/1.m3u8
农业致富,http://[2409:8087:74d4:21::36]/270000001128/9900000111/1.m3u8
金牌综艺,http://[2409:8087:74d4:21::36]/270000001128/9900000112/1.m3u8
惊悚悬疑,http://[2409:8087:74d4:21::36]/270000001128/9900000113/1.m3u8
热播精选,http://[2409:8087:74d4:21::36]/270000001128/9900000115/1.m3u8
明星大片,http://[2409:8087:74d4:21::36]/270000001128/9900000116/1.m3u8
睛彩篮球,http://[2409:8087:74d4:21::36]/270000001128/9900000118/1.m3u8
睛彩竞技,http://[2409:8087:74d4:21::36]/270000001128/9900000119/1.m3u8
睛彩青少,http://[2409:8087:74d4:21::36]/270000001128/9900000120/1.m3u8
睛彩广场舞,http://[2409:8087:74d4:21::36]/270000001128/9900000532/1.m3u8
哒啵电竞,http://[2409:8087:74d4:21::36]/270000001128/9900000121/1.m3u8
精品萌宠,http://[2409:8087:74d4:21::36]/270000001128/9900000122/1.m3u8
炫舞未来,http://[2409:8087:74d4:21::36]/270000001128/9900000098/1.m3u8
潮妈辣婆,http://[2409:8087:74d4:21::36]/270000001128/9900000099/1.m3u8
中国功夫,http://[2409:8087:74d4:21::36]/270000001128/9900000101/1.m3u8
爱情喜剧,http://[2409:8087:74d4:21::36]/270000001128/9900000104/1.m3u8
古装剧场,http://[2409:8087:74d4:21::36]/270000001128/9900000105/1.m3u8
动作电影,http://[2409:8087:74d4:21::36]/270000001128/9900000106/1.m3u8
军旅剧场,http://[2409:8087:74d4:21::36]/270000001128/9900000107/1.m3u8
央广购物,http://[2409:8087:74d4:21::36]/270000001128/9900000076/1.m3u8
风尚购物,http://[2409:8087:74d4:21::36]/270000001128/9900000077/1.m3u8
央广购物,http://[2409:8087:74d4:21::36]/270000001128/9900000079/1.m3u8
优购物,http://[2409:8087:74d4:21::36]/270000001128/9900000080/1.m3u8
央广购物,http://[2409:8087:74d4:21::36]/270000001128/9900000081/1.m3u8
优购物,http://[2409:8087:74d4:21::36]/270000001128/9900000082/1.m3u8
央广购物,http://[2409:8087:74d4:21::36]/270000001128/9900000083/1.m3u8
优购物,http://[2409:8087:74d4:21::36]/270000001128/9900000084/1.m3u8








新海南lPv6,#genre#
4KU,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010006/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010045/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010050/1.m3u8
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010138/1.m3u8
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010127/1.m3u8
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010044/1.m3u8
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
CCTV6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/1.m3u8
CCTV6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010140/1.m3u8
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010051/1.m3u8
CCTV7,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010215/1.m3u8
CCTV8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8
CCTV8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010141/1.m3u8
CCTV9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/1.m3u8
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010046/1.m3u8
CCTV10,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8
CCTV12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010047/1.m3u8
CCTV13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8
CCTV14,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010048/1.m3u8
CCTV15,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8
CCTV16,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010049/1.m3u8
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8
CCTV中视购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010134/1.m3u8
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8
古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/1.m3u8
家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/1.m3u8
潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/1.m3u8
动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
欢乐剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010025/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010125/1.m3u8
武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/1.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8
军旅剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010079/1.m3u8
